time_5min,location,avg_shake_intensity,avg_sewer_water,avg_power,avg_roads_bridges,avg_medical,avg_buildings,count
2020-04-08T09:00:00Z,1,0.9473684210526315,6.064516129032258,6.645161290322581,5.354838709677419,5.870967741935484,6.145161290322581,62
2020-04-08T09:00:00Z,2,2.2524271844660193,3.047169811320755,4.0754716981132075,4.971698113207547,4.666666666666667,1.2547169811320755,106
2020-04-08T09:00:00Z,3,6.032258064516129,5.9655172413793105,8.004597701149425,6.045977011494253,7.004597701149425,5.022988505747127,435
2020-04-08T09:00:00Z,4,4.846153846153846,4.8,3.325,3.525,0,2.6,40
2020-04-08T09:00:00Z,5,1.0833333333333333,3.8333333333333335,6.166666666666667,4.111111111111111,0.8611111111111112,3.1666666666666665,36
2020-04-08T09:00:00Z,6,1.951219512195122,2.073170731707317,2.024390243902439,1.8780487804878048,2.024390243902439,1.951219512195122,41
2020-04-08T09:00:00Z,7,5.2,0,8.6,6,0,0,5
2020-04-08T09:00:00Z,8,2.0145985401459856,7.007246376811594,7.050724637681159,7.0144927536231885,8,4.891304347826087,138
2020-04-08T09:00:00Z,9,1.0458715596330275,6.89908256880734,7.018348623853211,6.981651376146789,5.018348623853211,5.963302752293578,109
2020-04-08T09:00:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-08T09:00:00Z,11,3.1037735849056602,6.018867924528302,8.849056603773585,5.084905660377358,4.0754716981132075,4.89622641509434,106
2020-04-08T09:00:00Z,12,4.930232558139535,3,5.8604651162790695,4,0,2.9069767441860463,43
2020-04-08T09:00:00Z,13,3.4,3.727272727272727,3.4545454545454546,3.909090909090909,0,3.5454545454545454,11
2020-04-08T09:00:00Z,14,4.096938775510204,6.020408163265306,6.98469387755102,6.964285714285714,9,5.030612244897959,196
2020-04-08T09:00:00Z,15,2.9213483146067416,2.911111111111111,3.022222222222222,2.911111111111111,7,2.033333333333333,90
2020-04-08T09:00:00Z,16,2.0833333333333335,3.6551724137931036,3.689655172413793,3.5172413793103448,3.586206896551724,2.7586206896551726,29
2020-04-08T09:00:00Z,17,2.2666666666666666,1,7.033333333333333,5.733333333333333,0,2.8,30
2020-04-08T09:00:00Z,18,4.083333333333333,2.908333333333333,7.058333333333334,4.116666666666666,4,5.075,120
2020-04-08T09:00:00Z,19,2.875,1.5384615384615385,2.0384615384615383,2.5,0,3.269230769230769,26
2020-04-08T09:05:00Z,1,1.0555555555555556,5.255813953488372,5.6976744186046515,5.023255813953488,5.325581395348837,5.558139534883721,43
2020-04-08T09:05:00Z,2,2.101123595505618,2.943820224719101,4.089887640449438,5.044943820224719,10,0.9550561797752809,89
2020-04-08T09:05:00Z,3,5.938356164383562,6.0592255125284735,8.015945330296127,5.979498861047836,7.011389521640091,5.020501138952164,439
2020-04-08T09:05:00Z,4,4.744186046511628,4.883720930232558,3.7906976744186047,3.7674418604651163,9,2.86046511627907,43
2020-04-08T09:05:00Z,5,0.8214285714285714,4.214285714285714,6.142857142857143,3.8214285714285716,0.8928571428571429,3,28
2020-04-08T09:05:00Z,6,1.972972972972973,1.736842105263158,2.236842105263158,1.9736842105263157,2.0789473684210527,2.236842105263158,38
2020-04-08T09:05:00Z,7,4.75,0,8.75,6.25,0,0,4
2020-04-08T09:05:00Z,8,1.9705882352941178,6.905882352941177,7.041176470588235,6.982352941176471,5.75,4.9941176470588236,170
2020-04-08T09:05:00Z,9,1.0353982300884956,6.884955752212389,7.035398230088496,7.008849557522124,5.035398230088496,5.95575221238938,113
2020-04-08T09:05:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-08T09:05:00Z,11,3.086021505376344,6.212765957446808,9.02127659574468,4.9787234042553195,4.085106382978723,5.031914893617022,94
2020-04-08T09:05:00Z,12,5.111111111111111,3,5.955555555555556,4.044444444444444,0,2.7777777777777777,45
2020-04-08T09:05:00Z,13,3.888888888888889,3.473684210526316,3.3684210526315788,3.526315789473684,0,3.6315789473684212,19
2020-04-08T09:05:00Z,14,3.958974358974359,5.953846153846154,6.8820512820512825,6.933333333333334,4.25,5.030769230769231,195
2020-04-08T09:05:00Z,15,2.9876543209876543,2.950617283950617,2.925925925925926,3.074074074074074,0,1.9135802469135803,81
2020-04-08T09:05:00Z,16,1.9375,3.1724137931034484,3.5172413793103448,3.310344827586207,3.103448275862069,2.413793103448276,29
2020-04-08T09:05:00Z,17,2,1.119047619047619,7,6,9,2.880952380952381,42
2020-04-08T09:05:00Z,18,3.9603174603174605,2.9761904761904763,7.015873015873016,4.063492063492063,0,4.984126984126984,126
2020-04-08T09:05:00Z,19,2.909090909090909,0.5454545454545454,2,2.1818181818181817,0,2.727272727272727,11
2020-04-08T09:10:00Z,1,1.1764705882352942,6.192982456140351,6.543859649122807,5.614035087719298,5.684210526315789,6.315789473684211,57
2020-04-08T09:10:00Z,2,1.9666666666666666,3.077777777777778,3.988888888888889,4.888888888888889,6.5,1.0333333333333334,90
2020-04-08T09:10:00Z,3,6.068965517241379,5.9926108374384235,7.931034482758621,6.014778325123153,7.036945812807882,4.990147783251231,406
2020-04-08T09:10:00Z,4,4.811320754716981,4.703703703703703,3.6666666666666665,3.888888888888889,1,3.0555555555555554,54
2020-04-08T09:10:00Z,5,0.6857142857142857,3.7142857142857144,6.085714285714285,4.114285714285714,0.8857142857142857,3.1714285714285713,35
2020-04-08T09:10:00Z,6,2.3529411764705883,2.1666666666666665,2.138888888888889,2.361111111111111,1.9166666666666667,1.8055555555555556,36
2020-04-08T09:10:00Z,7,4.666666666666667,0,8,6.333333333333333,0,7,3
2020-04-08T09:10:00Z,8,1.9342105263157894,6.993421052631579,7,6.934210526315789,9,5.072368421052632,152
2020-04-08T09:10:00Z,9,0.9344262295081968,6.926229508196721,6.844262295081967,6.852459016393443,5.163934426229508,5.934426229508197,122
2020-04-08T09:10:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-08T09:10:00Z,11,2.880434782608696,6.021739130434782,8.902173913043478,5.032608695652174,3.9782608695652173,4.989130434782608,92
2020-04-08T09:10:00Z,12,5,3.076923076923077,6.0256410256410255,4.076923076923077,0,2.9743589743589745,39
2020-04-08T09:10:00Z,13,3.6666666666666665,3.875,3.6875,3.75,0,4.0625,16
2020-04-08T09:10:00Z,14,4.079365079365079,6.08994708994709,6.915343915343915,7.005291005291006,3.5,5.079365079365079,189
2020-04-08T09:10:00Z,15,3.0816326530612246,2.7346938775510203,2.989795918367347,2.8469387755102042,0,2.0408163265306123,98
2020-04-08T09:10:00Z,16,1.8333333333333333,3.9393939393939394,3.878787878787879,3.9696969696969697,4.03030303030303,2.9393939393939394,33
2020-04-08T09:10:00Z,17,2.264705882352941,0.9705882352941176,7.029411764705882,6.029411764705882,0,3.0588235294117645,34
2020-04-08T09:10:00Z,18,3.923076923076923,2.9846153846153847,6.907692307692308,3.9692307692307693,7,5.046153846153846,130
2020-04-08T09:10:00Z,19,2.85,1.2857142857142858,2.238095238095238,2.0476190476190474,0,2.761904761904762,21
2020-04-08T09:15:00Z,1,1,6.153846153846154,6.410256410256411,5.512820512820513,5.794871794871795,6.153846153846154,39
2020-04-08T09:15:00Z,2,2.0080645161290325,3.032258064516129,4.048387096774194,4.975806451612903,0,0.9516129032258065,124
2020-04-08T09:15:00Z,3,5.310185185185185,6.413394919168591,8.286374133949192,6.3764434180138565,7.3325635103926095,5.348729792147806,433
2020-04-08T09:15:00Z,4,4.403846153846154,4.961538461538462,4.115384615384615,3.9423076923076925,6.5,3.230769230769231,52
2020-04-08T09:15:00Z,5,0.9666666666666667,4.033333333333333,5.766666666666667,4.166666666666667,1.1,3,30
2020-04-08T09:15:00Z,6,2.0434782608695654,2.1666666666666665,1.6666666666666667,2.4583333333333335,2.375,1.9583333333333333,24
2020-04-08T09:15:00Z,7,4.8,0,8.4,6.4,0,0,5
2020-04-08T09:15:00Z,8,1.9506172839506173,6.987804878048781,6.914634146341464,6.920731707317073,6,5.091463414634147,164
2020-04-08T09:15:00Z,9,1.1730769230769231,6.961904761904762,6.885714285714286,6.895238095238096,5.066666666666666,6,105
2020-04-08T09:15:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-08T09:15:00Z,11,3.0185185185185186,6.074074074074074,8.842592592592593,5.101851851851852,4,5,108
2020-04-08T09:15:00Z,12,4.790697674418604,2.7906976744186047,5.976744186046512,4.069767441860465,2,2.697674418604651,43
2020-04-08T09:15:00Z,13,4,3.769230769230769,3.3076923076923075,4.076923076923077,0,4.230769230769231,13
2020-04-08T09:15:00Z,14,4.023529411764706,6.005847953216374,6.906432748538012,7.011695906432749,2.6,5.035087719298246,171
2020-04-08T09:15:00Z,15,3.103896103896104,2.948717948717949,3.08974358974359,3.1923076923076925,5,1.8717948717948718,78
2020-04-08T09:15:00Z,16,1.75,4.041666666666667,4.208333333333333,4.291666666666667,3.9583333333333335,3.1666666666666665,24
2020-04-08T09:15:00Z,17,1.8095238095238095,1.2790697674418605,6.883720930232558,5.72093023255814,5.5,3.046511627906977,43
2020-04-08T09:15:00Z,18,3.9279279279279278,3.063063063063063,7.027027027027027,3.828828828828829,1,4.972972972972973,111
2020-04-08T09:15:00Z,19,3.4375,1,1.75,2.1875,0,3.0625,16
2020-04-08T09:20:00Z,1,1.1333333333333333,5.7560975609756095,6.024390243902439,5.146341463414634,5.682926829268292,6,41
2020-04-08T09:20:00Z,2,1.969387755102041,3.020408163265306,3.9489795918367347,5.204081632653061,6.333333333333333,0.9897959183673469,98
2020-04-08T09:20:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-08T09:20:00Z,4,4.833333333333333,4.809523809523809,3.880952380952381,3.8333333333333335,0,2.761904761904762,42
2020-04-08T09:20:00Z,5,1.1379310344827587,3.793103448275862,5.931034482758621,3.8620689655172415,0.9655172413793104,3.310344827586207,29
2020-04-08T09:20:00Z,6,1.8666666666666667,1.8709677419354838,2,1.903225806451613,2.2580645161290325,2.064516129032258,31
2020-04-08T09:20:00Z,7,5.285714285714286,7,8,5.714285714285714,0,0,7
2020-04-08T09:20:00Z,8,2.0106382978723403,7.01063829787234,6.9787234042553195,7.031914893617022,8,5.0638297872340425,188
2020-04-08T09:20:00Z,9,0.9647058823529412,7.023255813953488,7.069767441860465,6.895348837209302,5.058139534883721,6.011627906976744,86
2020-04-08T09:20:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-08T09:20:00Z,11,3.0405405405405403,6,9.027027027027026,5,3.9324324324324325,5.094594594594595,74
2020-04-08T09:20:00Z,12,5.096153846153846,3.0961538461538463,5.8076923076923075,4,4,2.9423076923076925,52
2020-04-08T09:20:00Z,13,4.166666666666667,4,3.933333333333333,3.8666666666666667,0,4,15
2020-04-08T09:20:00Z,14,3.993150684931507,6.034246575342466,7.082191780821918,7.0479452054794525,7,5.027397260273973,146
2020-04-08T09:20:00Z,15,3.038961038961039,3.0256410256410255,3.217948717948718,3.2435897435897436,6,2.0384615384615383,78
2020-04-08T09:20:00Z,16,1.6666666666666667,3.0344827586206895,3.3448275862068964,3.206896551724138,3.103448275862069,2.0344827586206895,29
2020-04-08T09:20:00Z,17,2.051282051282051,1.2564102564102564,6.9743589743589745,5.897435897435898,0,2.923076923076923,39
2020-04-08T09:20:00Z,18,4.02803738317757,3.149532710280374,7.158878504672897,4,2,4.94392523364486,107
2020-04-08T09:20:00Z,19,2.9375,1,1.8125,1.9375,0,3.0625,16
2020-04-08T09:25:00Z,1,0.7727272727272727,4.675,4.575,4.825,4.8,4.725,40
2020-04-08T09:25:00Z,2,1.9661016949152543,2.9747899159663866,3.9411764705882355,5.151260504201681,7,1.1428571428571428,119
2020-04-08T09:25:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-08T09:25:00Z,4,4.4375,5.0625,4.09375,3.921875,0,3.015625,64
2020-04-08T09:25:00Z,5,0.7142857142857143,3.9166666666666665,6.055555555555555,4.111111111111111,1.25,3.138888888888889,36
2020-04-08T09:25:00Z,6,1.8846153846153846,2.3214285714285716,1.8928571428571428,2.4642857142857144,2.5714285714285716,2.2857142857142856,28
2020-04-08T09:25:00Z,7,4.923076923076923,0,8,5.6923076923076925,0,0,13
2020-04-08T09:25:00Z,8,1.9722222222222223,7.111111111111111,6.993055555555555,6.916666666666667,3.5,5.006944444444445,144
2020-04-08T09:25:00Z,9,1.0105263157894737,7.092783505154639,7.030927835051546,7.051546391752577,5.051546391752577,5.948453608247423,97
2020-04-08T09:25:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-08T09:25:00Z,11,3.0352941176470587,6.035294117647059,9.08235294117647,5.070588235294117,3.976470588235294,4.91764705882353,85
2020-04-08T09:25:00Z,12,4.956521739130435,3.0217391304347827,5.934782608695652,4.1521739130434785,8,3.0434782608695654,46
2020-04-08T09:25:00Z,13,3.9,3.388888888888889,3.2777777777777777,3.2777777777777777,0,3.388888888888889,18
2020-04-08T09:25:00Z,14,4,5.944055944055944,6.972027972027972,6.916083916083916,8,5.06993006993007,143
2020-04-08T09:25:00Z,15,3.0694444444444446,3.0821917808219177,2.9863013698630136,2.8904109589041096,3,2.136986301369863,73
2020-04-08T09:25:00Z,16,2.3125,3.433333333333333,3.566666666666667,3,3.533333333333333,2.4,30
2020-04-08T09:25:00Z,17,2.1578947368421053,1,7,6.157894736842105,0,3,38
2020-04-08T09:25:00Z,18,3.9101123595505616,2.9887640449438204,7.146067415730337,4.033707865168539,8.5,4.910112359550562,89
2020-04-08T09:25:00Z,19,2.909090909090909,1.6363636363636365,2.090909090909091,2.272727272727273,9,3.1818181818181817,11
2020-04-08T09:30:00Z,1,0.625,6.344827586206897,6.931034482758621,5.482758620689655,6,6.379310344827586,29
2020-04-08T09:30:00Z,2,1.9895833333333333,2.96875,3.9375,4.916666666666667,10,1,96
2020-04-08T09:30:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-08T09:30:00Z,4,5.022222222222222,4.5777777777777775,3.6444444444444444,3.6222222222222222,7,2.6444444444444444,45
2020-04-08T09:30:00Z,5,0.84,3.68,6.12,3.88,0.92,3.28,25
2020-04-08T09:30:00Z,6,1.9545454545454546,2.1363636363636362,2.1818181818181817,2.1818181818181817,2.1818181818181817,1.9545454545454546,22
2020-04-08T09:30:00Z,7,5,10,7.666666666666667,6,0,8,6
2020-04-08T09:30:00Z,8,1.9388888888888889,6.961111111111111,6.855555555555555,7.111111111111111,4.333333333333333,5.033333333333333,180
2020-04-08T09:30:00Z,9,1.015625,6.880597014925373,6.925373134328358,6.880597014925373,4.850746268656716,5.880597014925373,67
2020-04-08T09:30:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-08T09:30:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-08T09:30:00Z,12,5.053571428571429,3,6.071428571428571,3.9285714285714284,7.5,2.8214285714285716,56
2020-04-08T09:30:00Z,13,3.857142857142857,3.764705882352941,3.823529411764706,3.6470588235294117,0,3.8823529411764706,17
2020-04-08T09:30:00Z,14,3.967741935483871,6.080645161290323,7.056451612903226,6.991935483870968,0.5,5.104838709677419,124
2020-04-08T09:30:00Z,15,3.0714285714285716,3.157142857142857,2.9285714285714284,2.9857142857142858,3,1.9428571428571428,70
2020-04-08T09:30:00Z,16,1.8823529411764706,3.2962962962962963,3.111111111111111,3.111111111111111,3.037037037037037,1.7777777777777777,27
2020-04-08T09:30:00Z,17,1.7777777777777777,1.1111111111111112,7.222222222222222,5.972222222222222,0,2.861111111111111,36
2020-04-08T09:30:00Z,18,3.978723404255319,2.9574468085106385,7.085106382978723,4.117021276595745,6,5.0212765957446805,94
2020-04-08T09:30:00Z,19,2.9545454545454546,1,1.9545454545454546,2.0454545454545454,0,2.909090909090909,22
2020-04-08T09:35:00Z,1,1,5.7894736842105265,5.684210526315789,5.342105263157895,5.184210526315789,5.552631578947368,38
2020-04-08T09:35:00Z,2,1.9684210526315788,3.03125,4.114583333333333,5.083333333333333,3,1.0104166666666667,96
2020-04-08T09:35:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-08T09:35:00Z,4,4.836363636363636,4.763636363636364,3.890909090909091,3.963636363636364,8,2.7818181818181817,55
2020-04-08T09:35:00Z,5,0.9285714285714286,4,6.357142857142857,4.142857142857143,1.1785714285714286,3.142857142857143,28
2020-04-08T09:35:00Z,6,1.7857142857142858,2.1724137931034484,2.0344827586206895,2.413793103448276,1.896551724137931,2.206896551724138,29
2020-04-08T09:35:00Z,7,5,0,7.4,6,0,0,5
2020-04-08T09:35:00Z,8,2.067484662576687,7.048780487804878,6.975609756097561,6.926829268292683,6,4.878048780487805,164
2020-04-08T09:35:00Z,9,0.9325842696629213,7.123595505617978,7.112359550561798,6.98876404494382,5.033707865168539,6.101123595505618,89
2020-04-08T09:35:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-08T09:35:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-08T09:35:00Z,12,5.225806451612903,3,5.96875,3.875,4,2.875,32
2020-04-08T09:35:00Z,13,4.2,4.25,3.9166666666666665,3.5,4,3.75,12
2020-04-08T09:35:00Z,14,4.186991869918699,5.887096774193548,7.024193548387097,7.040322580645161,0,5.120967741935484,124
2020-04-08T09:35:00Z,15,3.1451612903225805,3.1129032258064515,3.0483870967741935,2.8225806451612905,0,2.225806451612903,62
2020-04-08T09:35:00Z,16,1.75,3.473684210526316,4.157894736842105,3.6315789473684212,3.789473684210526,2.6315789473684212,19
2020-04-08T09:35:00Z,17,1.6,0.96,7.08,6.28,0,2.8,25
2020-04-08T09:35:00Z,18,4.048076923076923,3.048076923076923,7,3.9326923076923075,4,5.0576923076923075,104
2020-04-08T09:35:00Z,19,3,1.125,2,1.9583333333333333,0,3.2916666666666665,24
2020-04-08T09:40:00Z,1,1.1538461538461537,5.8,6,5.114285714285714,5.542857142857143,5.685714285714286,35
2020-04-08T09:40:00Z,2,1.9166666666666667,3,4.119047619047619,4.988095238095238,6.5,0.9880952380952381,84
2020-04-08T09:40:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-08T09:40:00Z,4,5.0576923076923075,4.849056603773585,3.6792452830188678,3.641509433962264,4,2.7547169811320753,53
2020-04-08T09:40:00Z,5,0.9545454545454546,4.2727272727272725,6.045454545454546,4.181818181818182,1.1363636363636365,2.8181818181818183,22
2020-04-08T09:40:00Z,6,2,2.037037037037037,1.7407407407407407,1.8148148148148149,1.8148148148148149,2.111111111111111,27
2020-04-08T09:40:00Z,7,5.5,0,8.5,7,0,0,2
2020-04-08T09:40:00Z,8,1.9866666666666666,7.052980132450331,7.079470198675497,7.046357615894039,5,4.973509933774834,151
2020-04-08T09:40:00Z,9,0.9767441860465116,6.942528735632184,6.954022988505747,6.839080459770115,4.9655172413793105,5.988505747126437,87
2020-04-08T09:40:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-08T09:40:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-08T09:40:00Z,12,4.816326530612245,3.061224489795918,6,3.7551020408163267,0,3.0816326530612246,49
2020-04-08T09:40:00Z,13,3.8,3.111111111111111,3.4444444444444446,2.888888888888889,0,3.2222222222222223,9
2020-04-08T09:40:00Z,14,4.026785714285714,5.946428571428571,6.9375,7.107142857142857,5,5.071428571428571,112
2020-04-08T09:40:00Z,15,3.03125,3.123076923076923,3.0307692307692307,3.0615384615384613,10,2.2153846153846155,65
2020-04-08T09:40:00Z,16,2,3.76,3.96,3.68,3.64,2.64,25
2020-04-08T09:40:00Z,17,1.9642857142857142,0.9285714285714286,7,5.928571428571429,7,3,28
2020-04-08T09:40:00Z,18,4,3.119565217391304,6.978260869565218,3.9456521739130435,1,4.956521739130435,92
2020-04-08T09:40:00Z,19,2.8125,0.9375,2,1.8125,0,2.8125,16
2020-04-08T09:45:00Z,1,0.625,5.361111111111111,5.111111111111111,5.305555555555555,4.972222222222222,5.277777777777778,36
2020-04-08T09:45:00Z,2,1.9883720930232558,3.0454545454545454,4.011363636363637,5.1022727272727275,4,1.125,88
2020-04-08T09:45:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-08T09:45:00Z,4,4.767441860465116,5,3.883720930232558,3.7674418604651163,0,2.7674418604651163,43
2020-04-08T09:45:00Z,5,0.9375,3.9375,6,3.9375,0.9375,2.9375,16
2020-04-08T09:45:00Z,6,1.6470588235294117,2.0588235294117645,1.8823529411764706,1.9411764705882353,1.8235294117647058,2.764705882352941,17
2020-04-08T09:45:00Z,7,5.333333333333333,0,7.5,6.333333333333333,0,0,6
2020-04-08T09:45:00Z,8,2.0119760479041915,7.017857142857143,6.946428571428571,6.976190476190476,4,5.005952380952381,168
2020-04-08T09:45:00Z,9,1.103896103896104,6.886075949367089,7.151898734177215,7.063291139240507,5.139240506329114,6.113924050632911,79
2020-04-08T09:45:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-08T09:45:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-08T09:45:00Z,12,4.967741935483871,2.870967741935484,6.032258064516129,4.161290322580645,0,3.032258064516129,31
2020-04-08T09:45:00Z,13,4.333333333333333,3.272727272727273,3.272727272727273,3.5454545454545454,0,3.1818181818181817,11
2020-04-08T09:45:00Z,14,4,5.9,7,6.954545454545454,2.6666666666666665,4.9818181818181815,110
2020-04-08T09:45:00Z,15,3,2.94,2.94,2.9,0,2.08,50
2020-04-08T09:45:00Z,16,1.8888888888888888,3.925925925925926,3.962962962962963,4.185185185185185,3.925925925925926,2.962962962962963,27
2020-04-08T09:45:00Z,17,2.054054054054054,1.027027027027027,7.135135135135135,5.945945945945946,0,2.8378378378378377,37
2020-04-08T09:45:00Z,18,3.8333333333333335,3.077777777777778,7.022222222222222,3.9444444444444446,0,4.944444444444445,90
2020-04-08T09:45:00Z,19,3,1.625,2.125,2.25,0,3.375,16
2020-04-08T09:50:00Z,1,1.1666666666666667,3.5925925925925926,3.8518518518518516,4.555555555555555,4.333333333333333,4.037037037037037,27
2020-04-08T09:50:00Z,2,2.116279069767442,3.1839080459770117,4.068965517241379,4.977011494252873,3.5,1.1379310344827587,87
2020-04-08T09:50:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-08T09:50:00Z,4,4.2926829268292686,4.878048780487805,4.097560975609756,3.7804878048780486,0,3.1463414634146343,41
2020-04-08T09:50:00Z,5,1.0909090909090908,3.6956521739130435,5.913043478260869,3.869565217391304,1.2608695652173914,3.0869565217391304,23
2020-04-08T09:50:00Z,6,1.9473684210526316,2,2.1578947368421053,2.4210526315789473,2.473684210526316,2.1052631578947367,19
2020-04-08T09:50:00Z,7,5,0,8.25,5.5,0,0,4
2020-04-08T09:50:00Z,8,1.9259259259259258,6.9753086419753085,6.925925925925926,7.012345679012346,4.5,5,162
2020-04-08T09:50:00Z,9,0.9411764705882353,7.011764705882353,6.964705882352941,7,5.1647058823529415,5.976470588235294,85
2020-04-08T09:50:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-08T09:50:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-08T09:50:00Z,12,5.15625,2.96875,6.03125,3.96875,7,3.125,32
2020-04-08T09:50:00Z,13,4.285714285714286,3.5,3.7142857142857144,3.5,0,3.357142857142857,14
2020-04-08T09:50:00Z,14,4.073394495412844,6.137614678899083,7.018348623853211,7.018348623853211,0,4.889908256880734,109
2020-04-08T09:50:00Z,15,2.9152542372881354,3.1333333333333333,2.966666666666667,3.0833333333333335,4.5,2.0833333333333335,60
2020-04-08T09:50:00Z,16,2.25,4.172413793103448,4,4.206896551724138,4.206896551724138,3.2758620689655173,29
2020-04-08T09:50:00Z,17,2.217391304347826,0.8695652173913043,7.043478260869565,5.6521739130434785,7,3.260869565217391,23
2020-04-08T09:50:00Z,18,3.941860465116279,2.9651162790697674,6.895348837209302,3.953488372093023,0,5.046511627906977,86
2020-04-08T09:50:00Z,19,2.8461538461538463,1.3076923076923077,2.230769230769231,1.8461538461538463,0,3.3846153846153846,13
2020-04-08T09:55:00Z,1,1.2666666666666666,5.212121212121212,5.333333333333333,5.121212121212121,5.303030303030303,5.424242424242424,33
2020-04-08T09:55:00Z,2,2.0833333333333335,3.0833333333333335,3.9791666666666665,5.104166666666667,0,1,48
2020-04-08T09:55:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-08T09:55:00Z,4,4.5227272727272725,5.068181818181818,4.090909090909091,4.045454545454546,10,3.0454545454545454,44
2020-04-08T09:55:00Z,5,0.8947368421052632,4.052631578947368,5.842105263157895,4.2631578947368425,0.9473684210526315,3.1052631578947367,19
2020-04-08T09:55:00Z,6,1.85,2.4285714285714284,2.2857142857142856,1.9047619047619047,2.619047619047619,2.238095238095238,21
2020-04-08T09:55:00Z,7,5,0,7,6,0,0,1
2020-04-08T09:55:00Z,8,2.0268456375838926,6.913907284768212,6.947019867549669,6.933774834437086,5,4.880794701986755,151
2020-04-08T09:55:00Z,9,0.9090909090909091,6.948717948717949,6.897435897435898,6.858974358974359,5.038461538461538,6.141025641025641,78
2020-04-08T09:55:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-08T09:55:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-08T09:55:00Z,12,5.027027027027027,2.891891891891892,6.108108108108108,4.027027027027027,0,2.810810810810811,37
2020-04-08T09:55:00Z,13,3.3333333333333335,3.9444444444444446,4,4,4.5,4,18
2020-04-08T09:55:00Z,14,4.0625,6.145833333333333,7.041666666666667,6.979166666666667,7,4.958333333333333,96
2020-04-08T09:55:00Z,15,2.816326530612245,3.14,3.08,3.22,0,1.86,50
2020-04-08T09:55:00Z,16,2,4.142857142857143,4.142857142857143,4.142857142857143,4.428571428571429,3.142857142857143,21
2020-04-08T09:55:00Z,17,2.142857142857143,1,7.0285714285714285,6.142857142857143,0,3.142857142857143,35
2020-04-08T09:55:00Z,18,4.075,3.111111111111111,6.888888888888889,3.9382716049382718,7,4.802469135802469,81
2020-04-08T09:55:00Z,19,3.125,1.5555555555555556,2.2222222222222223,2.5555555555555554,0,2.6666666666666665,9
2020-04-08T10:00:00Z,1,1.0769230769230769,5,4.884615384615385,5,5.076923076923077,5,26
2020-04-08T10:00:00Z,2,2.0348837209302326,3.011627906976744,3.941860465116279,5,7,1,86
2020-04-08T10:00:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-08T10:00:00Z,4,4.6521739130434785,5,3.891304347826087,3.9347826086956523,0,2.869565217391304,46
2020-04-08T10:00:00Z,5,0.9285714285714286,3.9285714285714284,6,3.857142857142857,0.9285714285714286,3.2142857142857144,14
2020-04-08T10:00:00Z,6,2.2,2.25,1.85,1.8,2.25,2.05,20
2020-04-08T10:00:00Z,7,4.75,0,8,6,0,0,4
2020-04-08T10:00:00Z,8,1.9343065693430657,6.956204379562044,6.897810218978102,6.883211678832117,5.8,4.9489051094890515,137
2020-04-08T10:00:00Z,9,0.9444444444444444,6.917808219178082,6.904109589041096,6.904109589041096,5.027397260273973,6.109589041095891,73
2020-04-08T10:00:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-08T10:00:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-08T10:00:00Z,12,5.078947368421052,2.9210526315789473,5.921052631578948,3.8684210526315788,0,3,38
2020-04-08T10:00:00Z,13,3.7777777777777777,3.736842105263158,3.473684210526316,3.4210526315789473,5,3.263157894736842,19
2020-04-08T10:00:00Z,14,4.057471264367816,6.149425287356322,7.080459770114943,6.919540229885057,0,5.057471264367816,87
2020-04-08T10:00:00Z,15,2.9318181818181817,3.2222222222222223,3.2,3.2444444444444445,0,2.1777777777777776,45
2020-04-08T10:00:00Z,16,2.2,4.1875,4.0625,4,4,2.8125,16
2020-04-08T10:00:00Z,17,2.1904761904761907,1.3333333333333333,7,6.142857142857143,0,3.0952380952380953,21
